iter	Logloss
752	0.319176615
753	0.31908273
754	0.3190050167
755	0.3188799293
756	0.3187787763
757	0.3186540764
758	0.3185501137
759	0.3184374562
760	0.3183453972
761	0.3182370575
762	0.3181536271
763	0.3180142581
764	0.3179177917
765	0.3178220523
766	0.3176897656
767	0.3175916447
768	0.3174166656
769	0.3173334192
770	0.3172210436
771	0.3170772843
772	0.3169633359
773	0.316878181
774	0.3167891449
775	0.3166950686
776	0.3166144893
777	0.3164854207
778	0.3163705616
779	0.3162825492
780	0.3162331247
781	0.3160844457
782	0.3159999112
783	0.3158896189
784	0.315780929
785	0.3157192717
786	0.3156804561
787	0.3155758086
788	0.3154520363
789	0.3153331849
790	0.3152173977
791	0.3150965927
792	0.3149975348
793	0.3148935762
794	0.3147902527
795	0.3146990676
796	0.3146209682
797	0.314514683
798	0.3144152704
799	0.3143383294
800	0.3142956428
801	0.3141578137
802	0.3140843794
803	0.3140045306
804	0.313914219
805	0.3137880797
806	0.3136614311
807	0.3135376292
808	0.3134481347
809	0.3133592949
810	0.3132538303
811	0.3131865586
812	0.3130995884
813	0.3129937485
814	0.3129071006
815	0.3127946182
816	0.3127184837
817	0.312622354
818	0.3124926066
819	0.3123937614
820	0.3122955885
821	0.3121500682
822	0.3120978937
823	0.3120096067
824	0.3119204469
825	0.3117945139
826	0.311688378
827	0.3115750958
828	0.3114729232
829	0.3113541866
830	0.3111928481
831	0.3111175833
832	0.3109633254
833	0.3108876055
834	0.3107790218
835	0.3107092815
836	0.3106135445
837	0.3105071674
838	0.3104197841
839	0.3103368388
840	0.3102560283
841	0.3101687828
842	0.3100629121
843	0.3099620755
844	0.3098479593
845	0.3097597874
846	0.3096195947
847	0.3095220066
848	0.3094102558
849	0.3092583461
850	0.3091405011
851	0.3090751011
852	0.3089820998
853	0.3088870099
854	0.3087845019
855	0.3086362348
856	0.308503291
857	0.3084227856
858	0.3083232794
859	0.3082400311
860	0.3081666359
861	0.3080875753
862	0.3079951784
863	0.3079016791
864	0.3078096892
865	0.307705749
866	0.3075996727
867	0.3075107834
868	0.3073999733
869	0.3072887305
870	0.3072029466
871	0.3071368745
872	0.3070357074
873	0.3069220234
874	0.3068394179
875	0.3067273624
876	0.306673179
877	0.3065522133
878	0.3064662426
879	0.3063798784
880	0.3062747327
881	0.3061823409
882	0.3060834172
883	0.3059679382
884	0.3059027316
885	0.305798931
886	0.3056946595
887	0.3056109574
888	0.3055023555
889	0.3053891728
890	0.305284619
891	0.3051863608
892	0.3051005797
893	0.3050139838
894	0.3048870499
895	0.3048045596
896	0.3046881399
897	0.3046076459
898	0.3045360519
899	0.3044530925
900	0.3043485391
901	0.3043125734
902	0.3042244379
903	0.3041356325
904	0.3040031685
905	0.3038999268
906	0.3037805403
907	0.3036528004
908	0.3035683481
909	0.3034871934
910	0.3033546114
911	0.3032885654
912	0.3031879615
913	0.3031236495
914	0.3030140314
915	0.3028866424
916	0.3027945628
917	0.3026986841
918	0.3025994509
919	0.3025033898
920	0.3023870283
921	0.3022940772
922	0.3021573387
923	0.3020261575
924	0.301869165
925	0.3017461668
926	0.3016528138
927	0.301501783
928	0.3014374576
929	0.3013800235
930	0.3012846923
931	0.3011789267
932	0.301062234
933	0.3009968197
934	0.3008907729
935	0.3008613151
936	0.3007704103
937	0.300711854
938	0.3006195445
939	0.300540568
940	0.3004398167
941	0.3004093343
942	0.3003460684
943	0.3002081025
944	0.3001260334
945	0.3000342799
946	0.2999840105
947	0.2998626293
948	0.299721372
949	0.2996318622
950	0.299583761
951	0.2994962769
952	0.2993950227
953	0.2992809987
954	0.2991545668
955	0.2990885008
956	0.2990310758
957	0.2989452161
958	0.2989108965
959	0.298795906
960	0.298721538
961	0.2986317869
962	0.2985326243
963	0.2984324103
964	0.2983613464
965	0.2982913995
966	0.2981778094
967	0.2981124902
968	0.2980414255
969	0.2979454776
970	0.2978396385
971	0.2977215375
972	0.2976451429
973	0.2975253766
974	0.2974555314
975	0.2973787565
976	0.2973056041
977	0.2971861916
978	0.2970911058
979	0.2969714854
980	0.2969038061
981	0.2968254601
982	0.296757707
983	0.2966664828
984	0.2965982868
985	0.2965020952
986	0.2963820408
987	0.2962994877
988	0.29620267
989	0.2961526813
990	0.29611142
991	0.2960746155
992	0.2959863635
993	0.2959006793
994	0.2958406639
995	0.295737501
996	0.2957042177
997	0.2956603365
998	0.2956077699
999	0.2954921486
